0.4605809128630705, 0.5394190871369294
0.4605809128630705, 0.5394190871369294
0.29733163913595934, 0.7026683608640406
0.29733163913595934, 0.7026683608640406
0.2578616352201258, 0.7421383647798742
0.25604551920341395, 0.7439544807965861
0.26570048309178745, 0.7342995169082126
0.2672566371681416, 0.7327433628318584
0.2894736842105263, 0.7105263157894737
0.2797494780793319, 0.7202505219206681
0.278372591006424, 0.721627408993576
0.2920353982300885, 0.7079646017699115
0.3286852589641434, 0.6713147410358565
0.3472727272727273, 0.6527272727272727
0.3364341085271318, 0.6635658914728683
0.34442836468885674, 0.6555716353111433
0.34461152882205515, 0.6553884711779449
0.3329682365826944, 0.6670317634173056
0.3329682365826944, 0.6670317634173056
0.3329682365826944, 0.6670317634173056
0.3329682365826944, 0.6670317634173056
0.2850467289719626, 0.7149532710280374
0.28489702517162474, 0.7151029748283753
0.2847380410022779, 0.715261958997722
0.2839224629418472, 0.7160775370581528
0.4260700389105058, 0.5739299610894941
0.298932384341637, 0.701067615658363
0.30676328502415456, 0.6932367149758454
0.3156596794081381, 0.6843403205918619
0.3164721141374838, 0.6835278858625162
0.3342579750346741, 0.665742024965326
0.345821325648415, 0.654178674351585
0.36875, 0.63125
0.4088586030664395, 0.5911413969335605
0.3925549915397631, 0.6074450084602369
0.42344045368620037, 0.5765595463137996
0.41760299625468167, 0.5823970037453183
0.4149139579349904, 0.5850860420650096
0.3549382716049383, 0.6450617283950617
0.34359805510534847, 0.6564019448946515
0.33280757097791797, 0.667192429022082
0.3543307086614173, 0.6456692913385826
0.3447761194029851, 0.655223880597015
0.33001422475106684, 0.6699857752489331
0.32085561497326204, 0.679144385026738
0.31091370558375636, 0.6890862944162437
